"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","MainWindowHandle","MainWindowTitle","Responding","ProcessName","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","Site","Container"
"lockdownmoded","1","0","437198356480","9486336","0","0","/System/Library/PrivateFrameworks/LockdownMode.framework/Versions/A/XPCServices/lockdownmoded","",,,"0.0963958",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1696","0",,"False","10/09/2025 11:53:40 AM",,"1386",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437198356480","-888307712","False",,,,"9486336","9486336",,"System.Diagnostics.ProcessModule (lockdownmoded)","0","","True","lockdownmoded","00:00:00.0297666","00:00:00.0963958","00:00:00.0666250",,
"logd","320","0","0","0","0","0","/usr/libexec/logd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3452","0",,"False",,,"320",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"320",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (logd)","0","","True","logd",,,,,
"logd_helper","391","0","0","0","0","0","/usr/libexec/logd_helper","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5648","0",,"False",,,"391",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"391",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (logd_helper)","0","","True","logd_helper",,,,,
"login","1527","0","0","0","0","0","/usr/bin/login","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4228","0",,"False",,,"1527",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1527",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (login)","0","","True","login",,,,,
"logind","379","0","0","0","0","0","/System/Library/CoreServices/logind","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4252","0",,"False",,,"379",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"379",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (logind)","0","","True","logind",,,,,
"loginwindow","395","0","421725945856","20643840","0","0","/System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow","",,,"1.1643666",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4280","0",,"False","10/09/2025 11:53:00 AM",,"395",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"395",,"System.Diagnostics.ProcessThreadCollection","0","421725945856","819150848","False",,,,"20643840","20643840",,"System.Diagnostics.ProcessModule (loginwindow)","0","","True","loginwindow","00:00:00.5156625","00:00:01.1643666","00:00:00.6487000",,
"lsd","400","0","0","0","0","0","/usr/libexec/lsd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5684","0",,"False",,,"400",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"400",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (lsd)","0","","True","lsd",,,,,
"lsd","1","0","0","0","0","0","/usr/libexec/lsd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4344","0",,"False",,,"563",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (lsd)","0","","True","lsd",,,,,
"lsd","1","0","437207793664","17088512","0","0","/usr/libexec/lsd","",,,"1.0372291",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4364","0",,"False","10/09/2025 11:53:07 AM",,"700",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437207793664","-878870528","False",,,,"17088512","17088512",,"System.Diagnostics.ProcessModule (lsd)","0","","True","lsd","00:00:00.4952083","00:00:01.0372291","00:00:00.5420166",,
"lsd","1","0","0","0","0","0","/usr/libexec/lsd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4916","0",,"False",,,"3298",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (lsd)","0","","True","lsd",,,,,
"Mac Mouse Fix Helper","1","0","421855969280","24870912","0","0","/Users/tharun52/Downloads/Mac Mouse Fix.app/Contents/Library/LoginItems/Mac Mouse Fix Helper.app/Contents/MacOS/Mac Mouse Fix Helper","",,,"1.0152",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1416","-10",,"False","10/09/2025 11:53:14 AM",,"855",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","AboveNormal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","421855969280","949174272","False",,,,"24870912","24870912",,"System.Diagnostics.ProcessModule (Mac Mouse Fix Helper)","0","","True","Mac Mouse Fix Helper","00:00:00.3215958","00:00:01.0152000","00:00:00.6936000",,
"MacinTalkAUSP","1406","0","420629282816","9732096","0","0","/System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/MacinTalkAUSP.appex/Contents/MacOS/MacinTalkAUSP","",,,"0.1071625",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4460","0",,"False","10/09/2025 11:53:53 AM",,"1406",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1406",,"System.Diagnostics.ProcessThreadCollection","0","420629282816","-277512192","False",,,,"9732096","9732096",,"System.Diagnostics.ProcessModule (MacinTalkAUSP)","0","","True","MacinTalkAUSP","00:00:00.0310041","00:00:00.1071625","00:00:00.0761583",,
"maild","1","0","437198290944","9322496","0","0","/System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild","",,,"0.2260291",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4484","0",,"False","10/09/2025 11:53:20 AM",,"954",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437198290944","-888373248","False",,,,"9322496","9322496",,"System.Diagnostics.ProcessModule (maild)","0","","True","maild","00:00:00.1138791","00:00:00.2260291","00:00:00.1121458",,
"ManagedClient","3789","0","0","0","0","0","/System/Library/CoreServices/ManagedClient.app/Contents/MacOS/ManagedClient","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4508","0",,"False",,,"3789",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"3789",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (ManagedClient)","0","","True","ManagedClient",,,,,
"ManagedConfigurationFilesSubscriber","3335","0","0","0","0","0","/System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedConfigurationFilesSubscriber.xpc/Contents/MacOS/ManagedConfigurationFilesSubscriber","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6176","0",,"False",,,"3335",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"3335",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (ManagedConfigurationFilesSubscriber)","0","","True","ManagedConfigurationFilesSubscriber",,,,,
"managedcorespotlightd","1","0","423379664896","11124736","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/managedcorespotlightd","",,,"0.2614916",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4564","0",,"False","10/09/2025 11:53:34 AM",,"1344",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","423379664896","-1822097408","False",,,,"11124736","11124736",,"System.Diagnostics.ProcessModule (managedcorespotlightd)","0","","True","managedcorespotlightd","00:00:00.1100000","00:00:00.2614916","00:00:00.1514916",,
"ManagedSettingsAgent","1","0","437163786240","3637248","0","0","/System/Library/Frameworks/ManagedSettings.framework/Versions/A/ManagedSettingsAgent","",,,"0.0713625",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3324","0",,"False","10/09/2025 11:53:09 AM",,"756",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437163786240","-922877952","False",,,,"3637248","3637248",,"System.Diagnostics.ProcessModule (ManagedSettingsAgent)","0","","True","ManagedSettingsAgent","00:00:00.0190791","00:00:00.0713625","00:00:00.0522833",,
"ManagementTestSubscriber","3333","0","0","0","0","0","/System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagementTestSubscriber.xpc/Contents/MacOS/ManagementTestSubscriber","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5776","0",,"False",,,"3333",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"3333",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (ManagementTestSubscriber)","0","","True","ManagementTestSubscriber",,,,,
"MauiAUSP","1410","0","420469964800","9355264","0","0","/System/Library/PrivateFrameworks/TextToSpeechMauiSupport.framework/Versions/A/PlugIns/MauiAUSP.appex/Contents/MacOS/MauiAUSP","",,,"0.0785416",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3640","0",,"False","10/09/2025 11:53:55 AM",,"1410",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1410",,"System.Diagnostics.ProcessThreadCollection","0","420469964800","-436830208","False",,,,"9355264","9355264",,"System.Diagnostics.ProcessModule (MauiAUSP)","0","","True","MauiAUSP","00:00:00.0221500","00:00:00.0785416","00:00:00.0563916",,
"mdbulkimport","1","0","437208645632","20742144","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport","",,,"2.1738291",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4700","17",,"False","10/09/2025 11:53:23 AM",,"974",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Idle","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437208645632","-878018560","False",,,,"20742144","20742144",,"System.Diagnostics.ProcessModule (mdbulkimport)","0","","True","mdbulkimport","00:00:00.9564541","00:00:02.1738291","00:00:01.2173750",,
"mdbulkimport","1","0","0","0","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4724","0",,"False",,,"3289",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Idle","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (mdbulkimport)","0","","True","mdbulkimport",,,,,
"mdmclient","3788","0","0","0","0","0","/usr/libexec/mdmclient","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4756","0",,"False",,,"3788",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"3788",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (mdmclient)","0","","True","mdmclient",,,,,
"mdmclient","1","0","437201731584","25280512","0","0","/usr/libexec/mdmclient","",,,"0.1216",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5820","0",,"False","10/09/2025 11:58:11 AM",,"3808",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437201731584","-884932608","False",,,,"25280512","25280512",,"System.Diagnostics.ProcessModule (mdmclient)","0","","True","mdmclient","00:00:00.0398166","00:00:00.1216000","00:00:00.0817791",,
"mDNSResponder","420","0","0","0","0","0","/usr/sbin/mDNSResponder","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4816","0",,"False",,,"420",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"420",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (mDNSResponder)","0","","True","mDNSResponder",,,,,
"mDNSResponderHelper","444","0","0","0","0","0","/usr/sbin/mDNSResponderHelper","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4836","0",,"False",,,"444",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"444",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (mDNSResponderHelper)","0","","True","mDNSResponderHelper",,,,,
"mds","348","0","0","0","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mds","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1956","0",,"False",,,"348",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"348",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (mds)","0","","True","mds",,,,,
"mds_stores","581","0","0","0","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mds_stores","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6136","0",,"False",,,"581",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"581",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (mds_stores)","0","","True","mds_stores",,,,,
"mdworker","1","0","437172928512","7307264","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker","",,,"0.2530166",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3260","0",,"False","10/09/2025 11:55:01 AM",,"3277",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437172928512","-913735680","False",,,,"7307264","7307264",,"System.Diagnostics.ProcessModule (mdworker)","0","","True","mdworker","00:00:00.1520666","00:00:00.2530166","00:00:00.1009500",,
"mdworker","1","0","0","0","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8172","0",,"False",,,"3282",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (mdworker)","0","","True","mdworker",,,,,
"mdworker_shared","1","0","437215313920","17432576","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","",,,"0.1574291",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8140","0",,"False","10/09/2025 11:56:09 AM",,"3584",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437215313920","-871350272","False",,,,"17432576","17432576",,"System.Diagnostics.ProcessModule (mdworker_shared)","0","","True","mdworker_shared","00:00:00.0415375","00:00:00.1574291","00:00:00.1158875",,
"mdworker_shared","1","0","437215313920","19857408","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","",,,"0.2328625",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8108","0",,"False","10/09/2025 11:56:53 AM",,"3661",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437215313920","-871350272","False",,,,"19857408","19857408",,"System.Diagnostics.ProcessModule (mdworker_shared)","0","","True","mdworker_shared","00:00:00.0584458","00:00:00.2328625","00:00:00.1744166",,
"mdworker_shared","1","0","437215313920","27049984","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","",,,"0.1550333",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8076","0",,"False","10/09/2025 11:56:53 AM",,"3662",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437215313920","-871350272","False",,,,"27049984","27049984",,"System.Diagnostics.ProcessModule (mdworker_shared)","0","","True","mdworker_shared","00:00:00.0369000","00:00:00.1550333","00:00:00.1181333",,
"mdworker_shared","1","0","437214740480","18546688","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","",,,"0.0952375",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8048","0",,"False","10/09/2025 11:56:53 AM",,"3663",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437214740480","-871923712","False",,,,"18546688","18546688",,"System.Diagnostics.ProcessModule (mdworker_shared)","0","","True","mdworker_shared","00:00:00.0252958","00:00:00.0952375","00:00:00.0699416",,
"mdworker_shared","1","0","437215313920","22724608","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","",,,"0.1407708",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8016","0",,"False","10/09/2025 11:57:03 AM",,"3682",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437215313920","-871350272","False",,,,"22724608","22724608",,"System.Diagnostics.ProcessModule (mdworker_shared)","0","","True","mdworker_shared","00:00:00.0368166","00:00:00.1407708","00:00:00.1039500",,
"mdworker_shared","1","0","437214740480","22773760","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared","",,,"0.1205708",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1860","0",,"False","10/09/2025 11:57:59 AM",,"3783",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437214740480","-871923712","False",,,,"22773760","22773760",,"System.Diagnostics.ProcessModule (mdworker_shared)","0","","True","mdworker_shared","00:00:00.0325250","00:00:00.1205708","00:00:00.0880416",,
"mdwrite","1","0","437158658048","2555904","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdwrite","",,,"0.0223333",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1704","0",,"False","10/09/2025 11:55:30 AM",,"3493",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437158658048","-928006144","False",,,,"2555904","2555904",,"System.Diagnostics.ProcessModule (mdwrite)","0","","True","mdwrite","00:00:00.0117541","00:00:00.0223333","00:00:00.0105750",,
"mediaanalysisd","1","0","437212348416","13352960","0","0","/System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd","",,,"1.6181125",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7908","0",,"False","10/09/2025 11:53:16 AM",,"912",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437212348416","-874315776","False",,,,"13352960","13352960",,"System.Diagnostics.ProcessModule (mediaanalysisd)","0","","True","mediaanalysisd","00:00:00.5550625","00:00:01.6181125","00:00:01.0630500",,
"mediaremoteagent","1","0","437157920768","3342336","0","0","/System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent","",,,"0.026075",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7872","0",,"False","10/09/2025 11:53:24 AM",,"985",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437157920768","-928743424","False",,,,"3342336","3342336",,"System.Diagnostics.ProcessModule (mediaremoteagent)","0","","True","mediaremoteagent","00:00:00.0134000","00:00:00.0260750","00:00:00.0126708",,
"mediaremoted","325","0","0","0","0","0","/System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7840","0",,"False",,,"325",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"325",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (mediaremoted)","0","","True","mediaremoted",,,,,
"MENotificationAgent","1","0","420765630464","4128768","0","0","/System/Library/Frameworks/MediaExtension.framework/Versions/A/Helpers/MENotificationAgent","",,,"0.0571958",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7808","0",,"False","10/09/2025 11:53:40 AM",,"1390",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","420765630464","-141164544","False",,,,"4128768","4128768",,"System.Diagnostics.ProcessModule (MENotificationAgent)","0","","True","MENotificationAgent","00:00:00.0186000","00:00:00.0571958","00:00:00.0385958",,
"MessagesActionExtension","1396","0","437207318528","15728640","0","0","/System/Applications/Messages.app/Contents/Extensions/MessagesActionExtension.appex/Contents/MacOS/MessagesActionExtension","",,,"0.0944541",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7772","0",,"False","10/09/2025 11:53:42 AM",,"1396",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1396",,"System.Diagnostics.ProcessThreadCollection","0","437207318528","-879345664","False",,,,"15728640","15728640",,"System.Diagnostics.ProcessModule (MessagesActionExtension)","0","","True","MessagesActionExtension","00:00:00.0408791","00:00:00.0944541","00:00:00.0535708",,
"metrickitd","1","0","437162147840","2785280","0","0","/usr/libexec/metrickitd","",,,"0.076325",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7744","0",,"False","10/09/2025 11:54:15 AM",,"3012",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437162147840","-924516352","False",,,,"2785280","2785280",,"System.Diagnostics.ProcessModule (metrickitd)","0","","True","metrickitd","00:00:00.0246666","00:00:00.0763250","00:00:00.0516541",,
"Microsoft Outlook","1","0","427610046464","271810560","0","0","/Applications/Microsoft Outlook.app/Contents/MacOS/Microsoft Outlook","",,,"9.7718041",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7708","0",,"False","10/09/2025 11:54:24 AM",,"3086",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","427610046464","-1886683136","False",,,,"271810560","271810560",,"System.Diagnostics.ProcessModule (Microsoft Outlook)","0","","True","Microsoft Outlook","00:00:02.7747833","00:00:09.7718041","00:00:06.9970208",,
"Microsoft Word","1","0","428150489088","228573184","0","0","/Applications/Microsoft Word.app/Contents/MacOS/Microsoft Word","",,,"11.5317166",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3136","0",,"False","10/09/2025 11:54:14 AM",,"2997",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","428150489088","-1346240512","False",,,,"228573184","228573184",,"System.Diagnostics.ProcessModule (Microsoft Word)","0","","True","Microsoft Word","00:00:02.6630750","00:00:11.5317166","00:00:08.8686375",,
"milod","1","0","437202829312","10371072","0","0","/usr/libexec/milod","",,,"0.14845",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3124","0",,"False","10/09/2025 11:53:19 AM",,"931",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","437202829312","-883834880","False",,,,"10371072","10371072",,"System.Diagnostics.ProcessModule (milod)","0","","True","milod","00:00:00.0562541","00:00:00.1484500","00:00:00.0921916",,
